头实体,关系,尾实体,来源文件
电气与电子工程学院,拥有,10个省部级重点实验室,电气与电子工程学院.txt
脉冲强磁场实验装置,属于,国家重大科技基础设施,电气与电子工程学院.txt
电气与电子工程学院,开设专业,电气工程及其自动化,电气与电子工程学院.txt
电气与电子工程学院,开设专业,电气卓越计划实验班,电气与电子工程学院.txt
电气与电子工程学院,开设专业,启明本硕博实验班,电气与电子工程学院.txt
电气与电子工程学院,本科生深造率,60%+,电气与电子工程学院.txt
电气与电子工程学院,研究生就业率,100%,电气与电子工程学院.txt
电气专业毕业生,主要就业领域,电网公司,电气与电子工程学院.txt
电气专业毕业生,主要就业领域,装备制造业,电气与电子工程学院.txt
电气与电子工程学院,拥有建筑面积,3.2万平米电气大楼,电气与电子工程学院.txt
国家级电工实验教学中心,开放时间,24小时,电气与电子工程学院.txt
电气与电子工程学院,研究领域,超导电力,电气与电子工程学院.txt
电气与电子工程学院,研究领域,脉冲功率,电气与电子工程学院.txt
电气与电子工程学院,研究领域,强磁场,电气与电子工程学院.txt
电气与电子工程学院,研究领域,核聚变,电气与电子工程学院.txt
华中科技大学社会学院,创办时间,社会学恢复重建后最早,社会学院.txt
华中科技大学社会学院,入选,国家一流本科专业建设点,社会学院.txt
华中科技大学社会学院,拥有,社会学一级学科硕士点,社会学院.txt
华中科技大学社会学院,拥有,社会学一级学科博士点,社会学院.txt
华中科技大学社会学院,拥有,博士后科研流动站,社会学院.txt
华中科技大学社会学院,设有,社会学系,社会学院.txt
华中科技大学社会学院,设有,社会政策系,社会学院.txt
华中科技大学社会学院,设有,社会工作系,社会学院.txt
华中科技大学社会学院,下设,社会学专业,社会学院.txt
华中科技大学社会学院,下设,社会工作专业,社会学院.txt
华中科技大学社会学院,建立,社会工作综合实验室,社会学院.txt
华中科技大学社会学院,建立,社会调查系统实验室,社会学院.txt
华中科技大学社会学院,施行,本科生导师制,社会学院.txt
华中科技大学社会学院,获得,"""挑战杯""全国一等奖",社会学院.txt
华中科技大学社会学院,获得,"""互联网+""全国金奖",社会学院.txt
华中科技大学社会学院,获得,"""创青春""全国金奖",社会学院.txt
华中科技大学社会学院,建有,民政部社会工作专业人才培训基地,社会学院.txt
华中科技大学社会学院,设立,40余个海内外实习实践点,社会学院.txt
华中科技大学社会学院,升学率,约50%,社会学院.txt
社会学专业,培养目标,社会学教学与研究人才,社会学院.txt
社会工作专业,培养目标,专业社会工作实务人才,社会学院.txt
华中科技大学社会学院,开设课程,社会学概论,社会学院.txt
华中科技大学社会学院,开设课程,社会调查研究方法,社会学院.txt
华中科技大学社会学院,开设课程,社会统计学,社会学院.txt
华中科技大学社会学院,教师人数,39人,社会学院.txt
华中科技大学社会学院教授,受聘为,国家部委决策智囊,社会学院.txt
华中科技大学社会学院教授,受聘为,地方政府决策智囊,社会学院.txt
华中科技大学社会学院,拥有,铸牢中华民族共同体意识研究基地,社会学院.txt
华中科技大学社会学院,拥有,湖北省人文社会科学重点研究基地,社会学院.txt
华中科技大学社会学院,拥有,老龄科学研究基地,社会学院.txt
华中科技大学社会学院,拥有,人口与家庭发展研究基地,社会学院.txt
华中科技大学社会学院,建立,华中科技大学养老服务研究中心,社会学院.txt
华中科技大学社会学院,建立,华中科技大学乡村振兴研究院,社会学院.txt
华中科技大学社会学院,建立,华中科技大学乡村治理研究中心,社会学院.txt
华中科技大学社会学院,建立,社会工作研究中心,社会学院.txt
华中科技大学社会学院,建立,人口研究中心,社会学院.txt
华中科技大学社会学院,建立,金蜜蜂企业社会责任研究院,社会学院.txt
主语,谓语,宾语,第一临床学院.txt
第一临床学院（协和医院）,拥有历史,156年,第一临床学院.txt
第一临床学院（协和医院）,是,国家委属委管综合性医院,第一临床学院.txt
第一临床学院（协和医院）,位列,2020复旦版《中国医院排行榜》第9,第一临床学院.txt
第一临床学院（协和医院）,拥有专科排名,11个专科全国前10,第一临床学院.txt
第一临床学院（协和医院）,心脏移植数量,近8年领跑世界全国第一,第一临床学院.txt
第一临床学院（协和医院）,拥有,国家重点（培育,第一临床学院.txt
第一临床学院（协和医院）,拥有,国家临床重点专科25个,第一临床学院.txt
第一临床学院（协和医院）,拥有,双聘院士11人,第一临床学院.txt
第一临床学院（协和医院）,拥有,全国教书育人楷模1人,第一临床学院.txt
第一临床学院（协和医院）,拥有,"""万人计划""领军人才教学名师2人",第一临床学院.txt
第一临床学院（协和医院）,拥有,宝钢基金全国优秀教师8人,第一临床学院.txt
于光远教授,发现,日光性皮炎,第一临床学院.txt
王新房教授,被誉为,现代超声之父,第一临床学院.txt
管汉屏教授,是,国内外科奠基者之一,第一临床学院.txt
临床医学（八年制）,培养目标,拔尖创新医学人才,第一临床学院.txt
临床医学（八年制）,就业率,100%,第一临床学院.txt
临床医学（八年制）,课程包括,人体形态学,第一临床学院.txt
临床医学（八年制）,课程包括,人体功能学,第一临床学院.txt
临床医学（八年制）,课程包括,呼吸系统,第一临床学院.txt
临床医学（本硕博实验班）,培养目标,卓越临床医学人才,第一临床学院.txt
临床医学（五年制）,培养目标,初级医师,第一临床学院.txt
医学影像学专业,培养目标,影像医师及科研专门人才,第一临床学院.txt
医学检验技术专业,培养目标,创新医学检验人才,第一临床学院.txt
第一临床学院（协和医院）,秉承,"""仁爱济世、协诚人和""的办院思想",第一临床学院.txt
第一临床学院（协和医院）,肩负,"""弘扬人道，献身医学，服务人类""的使命",第一临床学院.txt
第一临床学院（协和医院）,参与,2020年新冠肺炎疫情抗疫,第一临床学院.txt
临床医学（八年制）,属于,ESI全球前1‰学科,第一临床学院.txt
临床医学（八年制）,属于,"""双一流""学科",第一临床学院.txt
临床医学（八年制）,属于,国家首批拔尖创新人才培养计划,第一临床学院.txt
临床医学（八年制）,学科评估排名,全国第七,第一临床学院.txt
管理学院,拥有师资队伍,深谙世界先进管理理念、熟悉中国企业管理,管理学院.txt
管理学院,入选,"双一流""管理与传播""学科群建设",管理学院.txt
管理学院,承担课题,约1700项,管理学院.txt
管理学院,承担项目,国家自然科学基金和国家社会科学基金项目300余项,管理学院.txt
管理学院,通过认证,国际商学院协会(AACSB,管理学院.txt
管理学院,通过认证,国际工商管理协会(AMBA,管理学院.txt
管理学院,开展合作,斯坦福大学、加州大学伯克利分校、剑桥大学等院校的商学院,管理学院.txt
管理学院,开展项目,学生交流及联合培养,管理学院.txt
管理学院,培养学生,3万余人,管理学院.txt
华中科技大学管理学院,组建于,1979年,管理学院.txt
管理学院,拥有本科专业,工商管理、市场营销、信息管理与信息系统等7个,管理学院.txt
管理学院,拥有教师,119人,管理学院.txt
管理学院,荣获,大学领先奖,管理学院.txt
管理学院,工商管理学科,位列内地高校第1名,管理学院.txt
信息管理与信息系统专业,属于,管理科学与工程一级学科,管理学院.txt
信息管理与信息系统专业,入选,国家级一流本科专业建设点,管理学院.txt
物流管理专业,是,管理科学与工程一级学科下设的二级学科,管理学院.txt
物流管理专业,入选,国家级一流专业建设点,管理学院.txt
工商管理专业,属于,工商管理一级学科下的二级学科,管理学院.txt
工商管理专业,入选,国家级一流本科专业建设点,管理学院.txt
市场营销专业,属于,工商管理一级学科下的二级学科,管理学院.txt
财务管理专业,属于,工商管理一级学科下的二级学科,管理学院.txt
会计学专业,是,工商管理一级学科下的二级学科,管理学院.txt
会计学专业,入选,国家级一流专业建设点,管理学院.txt
财政学专业,属于,工商管理一级学科下的二级学科,管理学院.txt
财政学专业,入选,省级一流本科专业建设点,管理学院.txt
主语,谓语,宾语,经济学院.txt
华中科技大学经济学院,秉承,"""国际视野、中国特色、华中品牌""的办学理念",经济学院.txt
华中科技大学经济学院,拥有,经济学类,经济学院.txt
经济学类,包含,经济学【实验班】,经济学院.txt
经济学类,包含,国际经济与贸易,经济学院.txt
经济学类,包含,金融学,经济学院.txt
经济学类,包含,金融工程,经济学院.txt
华中科技大学经济学院,设有,数字经济,经济学院.txt
华中科技大学经济学院,设有,国际商务,经济学院.txt
华中科技大学经济学院,是,国内外知名的经济学院之一,经济学院.txt
华中科技大学经济学院,培养出,学界优秀人才,经济学院.txt
华中科技大学经济学院,培养出,政界优秀人才,经济学院.txt
华中科技大学经济学院,培养出,商界优秀人才,经济学院.txt
华中科技大学经济学院,设有,6个本科专业,经济学院.txt
华中科技大学经济学院,拥有,理论经济学一级学科博士和硕士学位授予权,经济学院.txt
华中科技大学经济学院,拥有,应用经济学一级学科博士和硕士学位授予权,经济学院.txt
华中科技大学经济学院,拥有,统计学一级学科博士和硕士学位授予权,经济学院.txt
华中科技大学经济学院,拥有,金融专业硕士点,经济学院.txt
华中科技大学经济学院,拥有,国际商务专业硕士点,经济学院.txt
华中科技大学经济学院,拥有,数字经济专业硕士点,经济学院.txt
西方经济学,是,国家重点二级学科,经济学院.txt
理论经济学,是,湖北省重点一级学科,经济学院.txt
应用经济学,是,湖北省重点一级学科,经济学院.txt
华中科技大学经济学院,设有,理论经济学博士后流动站,经济学院.txt
华中科技大学经济学院,设有,应用经济学博士后流动站,经济学院.txt
华中科技大学经济学院,有,专任教师65人,经济学院.txt
专任教师,包括,教授20人,经济学院.txt
专任教师,包括,副教授23人,经济学院.txt
专任教师,包括,国务院政府特殊津贴专家4人,经济学院.txt
专任教师,包括,国家级和省部级人才称号11人,经济学院.txt
经济学实验班,培养目标,"""未来经济学家""",经济学院.txt
数字经济,培养目标,"""未来具有国际竞争力的经济学家""",经济学院.txt
金融学,培养目标,"""未来的金融家""",经济学院.txt
金融工程,培养目标,"""未来的金融工程专家""",经济学院.txt
国际经济与贸易,培养目标,"""未来的国际经贸高级专家""",经济学院.txt
国际商务,培养目标,"""未来的国际化商务领军人才""",经济学院.txt
华中科技大学经济学院,提供,国际交流项目,经济学院.txt
国际交流项目,包括,美国交换生项目,经济学院.txt
国际交流项目,包括,英国交换生项目,经济学院.txt
国际交流项目,包括,加拿大交换生项目,经济学院.txt
国际交流项目,包括,新西兰交换生项目,经济学院.txt
国际交流项目,包括,新加坡交换生项目,经济学院.txt
华中科技大学经济学院,设有,湖北省人文社科重点研究基地现代经济学研究中心,经济学院.txt
华中科技大学经济学院,设有,创新发展研究中心,经济学院.txt
华中科技大学经济学院,设有,张培刚发展研究院,经济学院.txt
华中科技大学经济学院,设有,国开行—华中大发展研究院,经济学院.txt
华中科技大学经济学院,设有,华中大—建行普惠金融研究院,经济学院.txt
华中科技大学经济学院,与,湖北省生态环境厅成立新型高层次省级智库,经济学院.txt
网络空间安全学院,办学模式,"""一院两地""",网络空间安全学院.txt
网络空间安全学院,入选,"""国家一流网络安全学院建设示范项目""",网络空间安全学院.txt
网络空间安全学院,拥有,信息安全专业,网络空间安全学院.txt
信息安全专业,入选,"""国家一流本科专业建设点""",网络空间安全学院.txt
网络空间安全学院,获批,"""密码科学与技术本科专业""",网络空间安全学院.txt
网络空间安全学院,实施,"""分级通关式综合实践能力培养体系""",网络空间安全学院.txt
网络空间安全学院,设立,本硕博贯通实验班,网络空间安全学院.txt
网络空间安全学院,成立于,2016年,网络空间安全学院.txt
网络空间安全学院,建设目标,"""一流网络安全学院""",网络空间安全学院.txt
网络空间安全学院,共建,国家级科研平台,网络空间安全学院.txt
网络空间安全学院,共建,省部级科研平台,网络空间安全学院.txt
网络空间安全学院,建设有,分布式系统安全湖北省重点实验室,网络空间安全学院.txt
网络空间安全学院,建设有,武汉金银湖实验室,网络空间安全学院.txt
网络空间安全学院,建设有,大数据安全湖北省工程研究中心,网络空间安全学院.txt
网络空间安全学院,建设有,湖北省网络安全与信息化创新研究中心,网络空间安全学院.txt
网络空间安全学院,获得,"""省部级科技成果一等奖""",网络空间安全学院.txt
网络空间安全学院,获得,"""湖北省青年五四奖章(集体",网络空间安全学院.txt
网络空间安全专业,入选,"""国家级一流本科专业建设点""",网络空间安全学院.txt
网络空间安全学院,培养,网络空间安全战略性高素质人才,网络空间安全学院.txt
密码科学与技术专业,培养,密码领域高级专门人才,网络空间安全学院.txt
网络空间安全学院,毕业生就职于,国家网络安全部门,网络空间安全学院.txt
网络空间安全学院,毕业生就职于,华为,网络空间安全学院.txt
网络空间安全学院,毕业生就职于,腾讯,网络空间安全学院.txt
网络空间安全学院,毕业生就职于,阿里巴巴,网络空间安全学院.txt
网络空间安全,是,国家战略,网络空间安全学院.txt
密码,是,国家战略资源,网络空间安全学院.txt
密码,是,网络空间安全核心技术,网络空间安全学院.txt
密码科学与技术专业,人才缺口,"""20万人""",网络空间安全学院.txt
密码相关岗位,未来需求,"""110余万人""",网络空间安全学院.txt
网络空间安全学院,咨询电话,"""027-87540583""",网络空间安全学院.txt
网络空间安全学院,咨询邮箱,"""cyberse@hust.edu.cn""",网络空间安全学院.txt
网络空间安全学院,官网,"""http://cse.hust.edu.cn/index.htm""",网络空间安全学院.txt
网络空间安全学院,微信公众号,"""华中科技大学网安学院""",网络空间安全学院.txt
主语,谓语,宾语,航空航天学院.txt
航空航天,是,21世纪最活跃的科学技术领域,航空航天学院.txt
航空航天,体现,国家科技水平,航空航天学院.txt
航空航天,体现,国家综合实力,航空航天学院.txt
航空航天,属于,国家战略发展需求,航空航天学院.txt
航空航天学院,实施,青春启航学生成长工程,航空航天学院.txt
航空航天学院,拥有,2个国家级一流本科专业建设点,航空航天学院.txt
航空航天学院,拥有,1个国家级特色专业,航空航天学院.txt
航空航天学院,拥有,2名院士,航空航天学院.txt
航空航天学院,培养,郑晓静院士,航空航天学院.txt
航空航天学院,培养,周又和院士,航空航天学院.txt
飞行器设计与工程专业,培养,飞行器设计人才,航空航天学院.txt
飞行器设计与工程专业,开设课程,空气动力学,航空航天学院.txt
飞行器设计与工程专业,开设课程,飞行动力学,航空航天学院.txt
工程力学专业,培养,复合型人才,航空航天学院.txt
工程力学专业,开设课程,计算力学,航空航天学院.txt
工程力学专业,开设课程,流体力学,航空航天学院.txt
本科毕业生,深造比例,70%,航空航天学院.txt
本科毕业生,就业领域,航空航天,航空航天学院.txt
本科毕业生,就业领域,机械,航空航天学院.txt
本科毕业生,就业领域,互联网,航空航天学院.txt
中国制造2025,包含,航空航天装备,航空航天学院.txt
航空航天装备,属于,十大战略领域,航空航天学院.txt
航空航天学院,发展愿景,有特色的世界一流航空航天学院,航空航天学院.txt
航空航天学院,办学目标,建一流学科,航空航天学院.txt
航空航天学院,办学目标,育一流人才,航空航天学院.txt
飞行器设计与工程专业,就业方向,高校,航空航天学院.txt
飞行器设计与工程专业,就业方向,研究院,航空航天学院.txt
工程力学专业,就业方向,航空航天,航空航天学院.txt
工程力学专业,就业方向,船舶海洋,航空航天学院.txt
主语,谓语,宾语,船舶与海洋工程学院.txt
华中大船舶与海洋工程学院,创建于,1959年,船舶与海洋工程学院.txt
华中大船舶与海洋工程学院,被誉为,"""新中国舰船工程师的摇篮""",船舶与海洋工程学院.txt
黄群,是,华中大校友,船舶与海洋工程学院.txt
黄群,被誉,"""时代楷模""",船舶与海洋工程学院.txt
船舶与海洋工程,是,国家级一流本科专业建设点,船舶与海洋工程学院.txt
华中大船舶与海洋工程学院,共建,国家高新船舶与深海开发装备协同创新中心,船舶与海洋工程学院.txt
华中大船舶与海洋工程学院,建设,湖北高校省级示范实习实训基地,船舶与海洋工程学院.txt
华中大船舶与海洋工程学院,设有,船舶与海洋工程专业,船舶与海洋工程学院.txt
华中大船舶与海洋工程学院,设有,轮机工程专业,船舶与海洋工程学院.txt
华中大船舶与海洋工程学院,拥有,1名名誉院士,船舶与海洋工程学院.txt
华中大船舶与海洋工程学院,拥有,18名教授,船舶与海洋工程学院.txt
华中大船舶与海洋工程学院,拥有,25名副教授,船舶与海洋工程学院.txt
华中大船舶与海洋工程学院,开设,卓越工程师拔尖人才实验班,船舶与海洋工程学院.txt
华中大船舶与海洋工程学院,举办,"""醉晚亭""器乐欣赏晚会",船舶与海洋工程学院.txt
船舶与海洋工程专业,2021年软科世界大学排名,全球第18名,船舶与海洋工程学院.txt
轮机工程专业,2023年泰晤士高等教育中国学科评级,A级,船舶与海洋工程学院.txt
船舶与海洋工程专业,获,国家科技进步一等奖,船舶与海洋工程学院.txt
轮机工程专业,获,国家科技进步二等奖,船舶与海洋工程学院.txt
华中大船舶与海洋工程学院,培养,船舶总体设计工程师,船舶与海洋工程学院.txt
华中大船舶与海洋工程学院,培养,海事工程师,船舶与海洋工程学院.txt
华中大船舶与海洋工程学院,培养,舰船动力系统设计工程师,船舶与海洋工程学院.txt
华中大船舶与海洋工程学院,培养,IT及自动化行业工程师,船舶与海洋工程学院.txt
华中大船舶与海洋工程学院,毕业生就业单位包括,中国船舶集团有限公司,船舶与海洋工程学院.txt
华中大船舶与海洋工程学院,毕业生就业单位包括,海事局,船舶与海洋工程学院.txt
华中大船舶与海洋工程学院,毕业生就业单位包括,IT高新企业,船舶与海洋工程学院.txt
主语,谓语,宾语,药学院.txt
药学专业本硕博一贯制实验班,实行,本科生导师制,药学院.txt
药学专业本硕博一贯制实验班,实行,教师班主任制,药学院.txt
学生,参加,全国各类技能大赛,药学院.txt
学生,屡获,佳绩,药学院.txt
药学院,与,德国马尔堡大学药学院实行交换生计划,药学院.txt
药学院,与,美国爱荷华大学药学院实行交换生计划,药学院.txt
药学院,与,英国曼彻斯特大学药学院实行交换生计划,药学院.txt
药学院,与,新加坡国立大学药学院实行交换生计划,药学院.txt
国际学生,占比,18%,药学院.txt
毕业生,深造率,60%以上,药学院.txt
生物药学基地班,保送研究生比例,40%,药学院.txt
毕业生,供不应求,,药学院.txt
药学类,包含,药学,药学院.txt
药学类,包含,药学【生物药学基地班】,药学院.txt
药学类,包含,临床药学（五年制,药学院.txt
药学专业,是,国家级一流本科专业建设点,药学院.txt
药学专业,2022年软科中国大学专业排名,全国第10位,药学院.txt
药学专业,泰晤士高等教育学科评级,A+,药学院.txt
药学专业,艾瑞深校友会排名,全国第7位,药学院.txt
药物毒理学科,进入,ESI全球1‰,药学院.txt
药物毒理学科,2022年3月全球排名,第101位,药学院.txt
同济医院,综合排名,全国第6位,药学院.txt
协和医院,综合排名,全国第9位,药学院.txt
同济医院,临床药学,国家重点专科建设单位,药学院.txt
协和医院,临床药学,国家重点专科建设单位,药学院.txt
同济医院,是,全国首批临床药师培训基地,药学院.txt
协和医院,是,全国首批临床药师培训基地,药学院.txt
协和医院,临床药学专科排名,全国第4位,药学院.txt
药学,培养目标,从事药物及其制剂的研究、生产、质量分析与控制、市场营销、监督管理和指导临床合理用药的高层次药学人才,药学院.txt
药学(生物药学基地班),培养目标,具有深厚的化学、生物学、生物化学、生物技术和药学的基础知识，具备创新和创造能力的生物药学专门人才,药学院.txt
药学(启明本硕博实验班),培养目标,具有国际视野、家国情怀、扎实的专业基础理论知识、突出的创新思维能力、熟练的实验技能，能独立从事科学研究，培养新药研发的未来科学家,药学院.txt
医药产业,是,高科技产业,药学院.txt
医药产业,是,高投入产业,药学院.txt
医药产业,是,高风险产业,药学院.txt
医药产业,是,高回报产业,药学院.txt
药学学科,培养目标,具备过硬药学基本理论、知识和实验技能的创新型人才和应用型人才,药学院.txt
临床药学,培养目标,"具备临床药学基础知识、基本理论和基本技能，具有临床思维、创新精神和国际视野，能够从事以患者为中心、以合理用药为核心的药学服务工作的""懂医精药强用""复合型专业人才",药学院.txt
国家卫健委,将,临床药师纳入紧缺人才队伍,药学院.txt
临床药学人才,空缺数量,约2.8万人,药学院.txt
药学专业,课程设置,药物化学,药学院.txt
药学专业,课程设置,药理学,药学院.txt
药学专业,课程设置,药剂学,药学院.txt
药学专业,课程设置,生物药剂学与药物动力学,药学院.txt
药学专业,课程设置,生药学,药学院.txt
药学专业,课程设置,药物分析学,药学院.txt
药学专业,课程设置,天然药物化学,药学院.txt
药学专业,课程设置,药物设计学,药学院.txt
药学专业,课程设置,药物研究与开发,药学院.txt
药学专业,课程设置,药事管理学,药学院.txt
临床药学专业,课程设置,临床药物动力学,药学院.txt
临床药学专业,课程设置,临床药理学,药学院.txt
临床药学专业,课程设置,内科学,药学院.txt
临床药学专业,课程设置,外科学,药学院.txt
临床药学专业,课程设置,妇产科学,药学院.txt
临床药学专业,课程设置,儿科学,药学院.txt
临床药学专业,课程设置,临床药物治疗学,药学院.txt
临床药学专业,课程设置,药物毒理学,药学院.txt
临床药学专业,课程设置,药事管理学,药学院.txt
临床药学专业,课程设置,药学服务与沟通技巧,药学院.txt
药学院,咨询电话,027-83692745,药学院.txt
药学院,咨询电话,83692736,药学院.txt
药学院,咨询邮箱,yxy@hust.edu.cn,药学院.txt
药学院,官网,http://pharm.tjmu.edu.cn,药学院.txt
主语,谓语,宾语,计算机科学与技术学院.txt
计算机学院,US News排名,国内第6,计算机科学与技术学院.txt
计算机学院,ESI排名,国内第3,计算机科学与技术学院.txt
计算机学院,每年毕业生深造人数,170余人,计算机科学与技术学院.txt
计算机学院,提供就业岗位企业数,超过500家,计算机科学与技术学院.txt
计算机学院,提供就业岗位数,6000余个,计算机科学与技术学院.txt
计算机学院,设立,科技创新基金,计算机科学与技术学院.txt
计算机学院,建立创新实践合作,华为、腾讯、阿里巴巴,计算机科学与技术学院.txt
计算机学院,2022年获奖人次,340余人次,计算机科学与技术学院.txt
娄勤俭,现任职务,全国人民代表大会财政经济委员会副主任委员,计算机科学与技术学院.txt
娄勤俭,曾任职务,江苏省委书记,计算机科学与技术学院.txt
谢伏瞻,现任职务,中国社会科学院院长、党组书记,计算机科学与技术学院.txt
谢伏瞻,曾任职务,河南省委书记,计算机科学与技术学院.txt
陈宗年,职务,海康威视董事长,计算机科学与技术学院.txt
龚宏嘉,称号,中国最优秀天使投资人,计算机科学与技术学院.txt
计算机科学与技术,学科评估等级,A,计算机科学与技术学院.txt
计算机科学与技术,属于,"""双一流""建设学科",计算机科学与技术学院.txt
计算机学院,拥有,外存储系统国家专业实验室,计算机科学与技术学院.txt
计算机学院,拥有,国家高性能计算中心(武汉,计算机科学与技术学院.txt
计算机学院,拥有,服务计算技术与系统教育部重点实验室,计算机科学与技术学院.txt
计算机学院,合作企业,Intel、微软、腾讯、阿里巴巴、华为,计算机科学与技术学院.txt
计算机学院,国际合作伙伴,新加坡国立大学、悉尼大学,计算机科学与技术学院.txt
计算机科学与技术专业,培养目标,计算机领军人才,计算机科学与技术学院.txt
计算机科学与技术专业,就业方向,信息技术产业、科研部门、高等院校,计算机科学与技术学院.txt
计算机科学与技术专业,核心课程,C语言程序设计、离散数学、操作系统原理等,计算机科学与技术学院.txt
物联网工程专业,培养目标,研究型、复合型人才,计算机科学与技术学院.txt
智能科学与技术专业,就业领域,互联网、人工智能、物联网、金融等,计算机科学与技术学院.txt
数据科学与大数据专业,服务目标,国家加快建设数据强国发展战略,计算机科学与技术学院.txt
计算机学院,招生专业,计算机类,计算机科学与技术学院.txt
计算机类,包含专业,计算机科学与技术、数据科学与大数据技术、智能科学与技术,计算机科学与技术学院.txt
计算机学院,开设实验班,计算机卓越计划实验班,计算机科学与技术学院.txt
计算机学院,开设实验班,启明本硕博实验班,计算机科学与技术学院.txt
计算机学院毕业生,可从事职业,IT开发工程师,计算机科学与技术学院.txt
计算机学院毕业生,可从事职业,AI算法工程师,计算机科学与技术学院.txt
计算机学院毕业生,可从事职业,高级系统架构师,计算机科学与技术学院.txt
计算机学院毕业生,可从事职业,大数据分析师,计算机科学与技术学院.txt
计算机学院,咨询电话,027-87543884,计算机科学与技术学院.txt
计算机学院,官网,http://www.cs.hust.edu.cn/,计算机科学与技术学院.txt
计算机学院,微信公众号,hust_cser,计算机科学与技术学院.txt
软件学院,建立,课程体系,软件学院.txt
课程体系,注重,学科前沿,软件学院.txt
课程体系,强化,数理基础,软件学院.txt
课程体系,保障,知识系统性,软件学院.txt
软件学院,获评,国家/省级精品课程,软件学院.txt
软件学院,培养,实践能力,软件学院.txt
软件学院,实行,"""双导师""制",软件学院.txt
软件学院,培养学生能力,互联网新兴软件开发,软件学院.txt
软件学院,培养学生能力,工业级软件开发,软件学院.txt
软件学院,培养学生能力,大型软件项目管理,软件学院.txt
毕业生,就职于,腾讯,软件学院.txt
毕业生,就职于,字节跳动,软件学院.txt
毕业生,就职于,阿里巴巴,软件学院.txt
软件学院,开设专业,软件工程,软件学院.txt
软件学院,建院时间,2002年,软件学院.txt
软件学院,面向,国家重大战略需求,软件学院.txt
软件学院,面向,产业发展趋势,软件学院.txt
软件学院,面向,技术前沿,软件学院.txt
软件学院,输送,优秀人才,软件学院.txt
软件学院,坚持,产学研协同,软件学院.txt
软件学院,坚持,国际国内合作,软件学院.txt
软件学院,坚持,质量第一,软件学院.txt
软件学院,追求,素质与技术并重,软件学院.txt
软件学院,落实,基础与实践统一,软件学院.txt
软件学院,师资组成模式,"""三个三分之一""",软件学院.txt
软件学院,聘请,专业课程外教,软件学院.txt
软件学院,聘请,语言外教,软件学院.txt
软件学院,聘请,IT公司兼职教师,软件学院.txt
学生,获得,"""互联网+""创新创业大赛金奖",软件学院.txt
学生,获得,"""创青春""创新创业大赛金奖",软件学院.txt
学生,获得,微软创新杯全球第一名,软件学院.txt
学生,获得,ACM国际大学生程序设计竞赛冠军,软件学院.txt
毕业生,担任,国内外一流大学教职,软件学院.txt
校友,入选,"华为""天才少年""",软件学院.txt
校友,入选,福布斯中国榜单,软件学院.txt
校友,入选,胡润30岁以下创业者榜单,软件学院.txt
软件工程专业,培养目标,高层次软件精英人才,软件学院.txt
软件工程专业,培养目标,复合型软件精英人才,软件学院.txt
软件工程专业,培养目标,创新型软件精英人才,软件学院.txt
软件工程专业,培养目标,国际化软件精英人才,软件学院.txt
软件产业,起到,基础性作用,软件学院.txt
软件产业,起到,战略性作用,软件学院.txt
软件产业,起到,先导性作用,软件学院.txt
软件工程专业,开设课程,软件工程理论与实践,软件学院.txt
软件工程专业,开设课程,算法设计与分析,软件学院.txt
软件工程专业,开设课程,软件体系结构,软件学院.txt
软件工程专业,开设课程,软件质量与测试,软件学院.txt
软件工程专业,开设课程,云计算,软件学院.txt
软件工程专业,开设课程,区块链技术,软件学院.txt
软件工程专业,开设课程,机器人软件开发,软件学院.txt
软件工程专业,开设课程,机器学习,软件学院.txt
软件工程专业,开设课程,人工智能导论,软件学院.txt
软件工程专业,包含,专业实训,软件学院.txt
专业实训,时长,2-4周,软件学院.txt
软件学院,咨询电话,027-87792255,软件学院.txt
软件学院,官网,http://sse.hust.edu.cn,软件学院.txt
软件工程专业,职业发展方向,软件架构设计师,软件学院.txt
软件工程专业,职业发展方向,软件测试工程师,软件学院.txt
软件工程专业,职业发展方向,产品经理,软件学院.txt
软件工程专业,职业发展方向,量化分析师,软件学院.txt
软件工程专业,职业发展方向,数据分析师,软件学院.txt
华中科技大学集成电路学院,拥有一流本科专业,集成电路设计与集成系统,集成电路学院.txt
华中科技大学集成电路学院,拥有一流本科专业,微电子科学与工程,集成电路学院.txt
华中科技大学集成电路学院,拥有一流本科专业,电子科学与技术,集成电路学院.txt
华中科技大学,是,全国同时拥有5大国家级人才培养学科平台的6所高校之一,集成电路学院.txt
华中科技大学集成电路学院,与,华为建立联合实验室,集成电路学院.txt
华中科技大学集成电路学院,与,长江存储建立联合实验室,集成电路学院.txt
华中科技大学集成电路学院,与,高德红外建立联合实验室,集成电路学院.txt
华中科技大学集成电路学院,与,新思科技建立联合实验室,集成电路学院.txt
华中科技大学集成电路学院,本科生发表,SCI论文52篇,集成电路学院.txt
华中科技大学集成电路学院,本科生获得,省部级以上学科竞赛奖励366项,集成电路学院.txt
华中科技大学集成电路学院,2022年本科生深造率,超80%,集成电路学院.txt
华中科技大学集成电路学院,研究生就业率,近100%,集成电路学院.txt
华中科技大学,创办于,1960年3月,集成电路学院.txt
华中科技大学集成电路学院,承建,集成电路科学与工程一级学科,集成电路学院.txt
华中科技大学集成电路学院,承建,电子科学与技术一级学科,集成电路学院.txt
华中科技大学集成电路学院,2022年科研经费,超亿元,集成电路学院.txt
华中科技大学集成电路学院,拥有教师,113人,集成电路学院.txt
